transaction_id,product_id,customer_id,transaction_date,comparison date,recency (days),online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,profit,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,
15270,3,195,30/12/2017,30/12/2017,0,FALSE,Approved,Trek Bicycles,Standard,medium,large,"$2,091.47",$388.92,15/09/2012,"$1,702.55",F,34,14/11/1958,Project Manager,Manufacturing,Mass Customer,N,No,6,
15271,15,261,02/01/2017,30/12/2017,362,FALSE,Approved,Norco Bicycles,Standard,low,medium,$958.74,$748.90,07/12/2005,$209.84,M,74,15/10/1977,Structural Engineer,n/a,Mass Customer,N,No,8,
15272,63,1642,24/05/2017,30/12/2017,220,TRUE,Approved,Solex,Standard,medium,medium,"$1,483.20",$99.59,20/08/2010,"$1,383.61",M,97,11/10/1982,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,3,
15273,47,2663,01/07/2017,30/12/2017,182,TRUE,Approved,Trek Bicycles,Road,low,small,"$1,720.70","$1,531.42",12/04/2009,$189.28,M,69,01/08/1956,Environmental Tech,Health,Mass Customer,N,Yes,19,
15274,61,1993,24/12/2017,30/12/2017,6,,Approved,Norco Bicycles,Standard,medium,small,$586.45,$521.94,18/12/2004,$64.51,M,82,27/07/1980,Accounting Assistant II,n/a,High Net Worth,N,Yes,3,
15275,13,2294,10/02/2017,30/12/2017,323,FALSE,Approved,Solex,Standard,medium,medium,"$1,163.89",$589.27,09/07/2016,$574.62,M,25,16/06/1987,Associate Professor,Manufacturing,Mass Customer,N,No,21,
15276,87,2901,23/07/2017,30/12/2017,160,TRUE,Approved,Giant Bicycles,Standard,high,medium,"$1,179.00",$707.40,20/04/1993,$471.60,M,77,11/06/1995,0,Manufacturing,Mass Customer,N,Yes,6,
15277,34,989,05/12/2017,30/12/2017,25,FALSE,Approved,Norco Bicycles,Road,high,large,$774.53,$464.72,04/06/2012,$309.81,F,43,24/05/1982,Project Manager,Financial Services,Mass Customer,N,No,17,
15278,94,1804,12/04/2017,30/12/2017,262,TRUE,Approved,Giant Bicycles,Standard,medium,large,"$1,635.30",$993.66,09/06/2013,$641.64,F,91,28/03/1963,Product Engineer,Property,Affluent Customer,N,No,4,
15279,95,188,15/12/2017,30/12/2017,15,TRUE,Approved,OHM Cycles,Touring,low,medium,"$1,073.07",$933.84,25/08/1997,$139.23,F,54,22/06/1975,Safety Technician II,Property,High Net Worth,N,Yes,13,
15280,35,2960,03/10/2017,30/12/2017,88,TRUE,Approved,Trek Bicycles,Standard,low,medium,"$1,057.51",$154.40,02/02/2006,$903.11,F,6,16/07/1976,Design Engineer,Property,Mass Customer,N,Yes,16,
15281,38,417,02/07/2017,30/12/2017,181,FALSE,Approved,Solex,Standard,medium,medium,"$1,577.53",$826.51,16/03/2011,$751.02,F,37,17/02/1971,Biostatistician IV,Argiculture,Mass Customer,N,No,15,
15282,32,2313,09/11/2017,30/12/2017,51,FALSE,Approved,Giant Bicycles,Standard,medium,medium,$642.70,$211.37,22/03/2002,$431.33,F,54,10/07/1966,Chemical Engineer,Manufacturing,Mass Customer,N,No,12,
15283,23,2716,21/07/2017,30/12/2017,162,TRUE,Approved,Norco Bicycles,Mountain,low,small,$688.63,$612.88,02/10/1993,$75.75,F,46,14/07/1967,Systems Administrator I,Entertainment,Mass Customer,N,No,7,
15284,82,1287,19/02/2017,30/12/2017,314,TRUE,Approved,Norco Bicycles,Standard,high,medium,"$1,148.64",$689.18,07/08/2004,$459.46,M,72,23/10/1960,Systems Administrator I,Financial Services,Mass Customer,N,Yes,20,
15285,86,1776,16/07/2017,30/12/2017,167,FALSE,Approved,OHM Cycles,Standard,medium,medium,$235.63,$125.07,07/08/2004,$110.56,M,77,26/08/1978,Accountant I,Financial Services,Affluent Customer,N,No,10,
15286,8,911,08/06/2017,30/12/2017,205,TRUE,Approved,Solex,Road,medium,small,"$1,703.52","$1,516.13",16/04/2011,$187.39,M,62,13/10/1974,Structural Analysis Engineer,Property,Affluent Customer,N,No,3,
15287,68,596,25/09/2017,30/12/2017,96,FALSE,Approved,OHM Cycles,Standard,medium,medium,"$1,636.90",$44.71,20/08/2010,"$1,592.19",F,9,20/10/1968,Recruiter,Property,Affluent Customer,N,No,13,
15288,18,1297,10/01/2017,30/12/2017,354,TRUE,Approved,Solex,Standard,medium,medium,$575.27,$431.45,12/03/2013,$143.82,M,91,12/02/1981,Social Worker,Health,Mass Customer,N,No,3,
15289,62,2456,03/06/2017,30/12/2017,210,TRUE,Approved,Solex,Standard,medium,medium,$478.16,$298.72,23/06/1993,$179.44,M,9,29/05/1991,Sales Associate,n/a,Mass Customer,N,No,10,
15290,95,2178,04/10/2017,30/12/2017,87,TRUE,Approved,Giant Bicycles,Standard,medium,large,$569.56,$528.43,10/09/2003,$41.13,F,20,18/03/1954,Mechanical Systems Engineer,Retail,Mass Customer,N,No,12,
15291,28,25,01/04/2017,30/12/2017,273,TRUE,Approved,Norco Bicycles,Standard,medium,small,"$1,216.14","$1,082.36",10/11/2006,$133.78,M,72,02/12/1976,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,
15292,40,344,01/05/2017,30/12/2017,243,FALSE,Approved,Trek Bicycles,Road,medium,large,"$1,894.19",$598.76,24/08/2011,"$1,295.43",F,91,18/07/1973,0,n/a,High Net Worth,N,Yes,4,
15293,31,1644,24/01/2017,30/12/2017,340,FALSE,Approved,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,10/11/2006,$57.73,M,57,01/12/1969,Speech Pathologist,Health,Mass Customer,N,No,10,
15294,100,3350,02/05/2017,30/12/2017,242,FALSE,Approved,Norco Bicycles,Road,medium,medium,"$1,036.59",$206.35,10/10/2014,$830.24,M,53,29/05/1975,Analog Circuit Design manager,Manufacturing,Affluent Customer,N,No,6,
15295,25,655,14/05/2017,30/12/2017,230,TRUE,Approved,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,18/12/2004,$709.34,M,64,25/11/1974,General Manager,Manufacturing,Affluent Customer,N,Yes,19,
15296,66,2647,08/11/2017,30/12/2017,52,FALSE,Approved,Solex,Standard,medium,medium,"$1,163.89",$589.27,09/07/2016,$574.62,U,1,00/01/1900,Physical Therapy Assistant,IT,High Net Worth,N,No,0,
15297,36,1805,17/02/2017,30/12/2017,316,TRUE,Approved,Solex,Standard,low,medium,$945.04,$507.58,19/12/1995,$437.46,F,90,15/10/1976,Budget/Accounting Analyst II,Financial Services,Mass Customer,N,No,12,
15298,100,999,23/06/2017,30/12/2017,190,TRUE,Approved,Trek Bicycles,Standard,medium,small,"$1,386.84","$1,234.29",10/10/2002,$152.55,F,12,10/04/1988,Recruiting Manager,n/a,High Net Worth,N,No,4,
15299,19,2919,23/04/2017,30/12/2017,251,TRUE,Approved,Trek Bicycles,Mountain,low,medium,$574.64,$459.71,03/03/2014,$114.93,M,47,31/10/1964,Safety Technician I,Financial Services,High Net Worth,N,Yes,8,
15300,25,3068,07/10/2017,30/12/2017,84,TRUE,Approved,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,04/02/2016,$709.34,F,88,07/12/1990,Automation Specialist I,Manufacturing,Affluent Customer,N,No,1,
15301,5,2483,22/10/2017,30/12/2017,69,TRUE,Approved,Trek Bicycles,Mountain,low,medium,$574.64,$459.71,29/08/2011,$114.93,F,54,06/06/1987,0,Manufacturing,Mass Customer,N,No,10,
15302,44,374,21/07/2017,30/12/2017,162,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,769.64",$108.76,16/02/2003,"$1,660.88",M,81,22/01/1992,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,8,
15303,0,2109,17/02/2017,30/12/2017,316,TRUE,Approved,WeareA2B,Standard,medium,small,$175.89,$131.92,10/04/2012,$43.97,F,14,13/04/1965,Account Representative II,Health,High Net Worth,N,Yes,18,
15304,63,3160,09/04/2017,30/12/2017,265,,Approved,Solex,Standard,medium,medium,"$1,483.20",$99.59,17/12/1998,"$1,383.61",M,87,03/07/1978,Mechanical Systems Engineer,IT,Mass Customer,N,No,21,
15305,42,3254,26/03/2017,30/12/2017,279,TRUE,Approved,OHM Cycles,Road,medium,small,"$1,810.00","$1,610.90",19/03/2008,$199.10,F,8,22/05/2001,Human Resources Assistant I,Financial Services,Mass Customer,N,No,1,
15306,17,2765,05/06/2017,30/12/2017,208,FALSE,Approved,Solex,Standard,high,medium,"$1,024.66",$614.80,12/03/2013,$409.86,M,68,12/04/1985,0,IT,Mass Customer,N,Yes,7,
15307,70,3468,11/09/2017,30/12/2017,110,TRUE,Approved,Trek Bicycles,Standard,high,medium,$495.72,$297.43,11/04/2015,$198.29,M,4,24/10/1986,Associate Professor,n/a,Mass Customer,N,No,7,
15308,72,1082,26/03/2017,30/12/2017,279,TRUE,Approved,Norco Bicycles,Standard,medium,medium,$360.40,$270.30,31/08/2002,$90.10,U,90,00/01/1900,Financial Analyst,Financial Services,Mass Customer,N,Yes,0,
15309,43,3103,06/03/2017,30/12/2017,299,FALSE,Approved,Solex,Standard,medium,medium,"$1,151.96",$649.49,04/12/1999,$502.47,F,5,21/10/1953,Safety Technician II,Retail,Mass Customer,N,No,20,
15310,100,444,08/11/2017,30/12/2017,52,FALSE,Approved,Norco Bicycles,Road,medium,medium,"$1,036.59",$206.35,06/05/1991,$830.24,F,32,24/02/1967,Staff Scientist,Manufacturing,Mass Customer,N,Yes,8,
15311,48,600,13/02/2017,30/12/2017,320,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,762.96",$950.52,16/02/2003,$812.44,M,65,10/05/1974,Nurse,Argiculture,Mass Customer,N,Yes,8,
15312,70,737,20/07/2017,30/12/2017,163,FALSE,Approved,Trek Bicycles,Standard,high,medium,$495.72,$297.43,11/04/2015,$198.29,F,75,11/07/1983,Systems Administrator III,n/a,Mass Customer,N,No,16,
15313,86,2608,13/10/2017,30/12/2017,78,TRUE,Approved,OHM Cycles,Standard,medium,medium,$235.63,$125.07,26/07/1999,$110.56,F,44,05/11/1975,Budget/Accounting Analyst III,Health,Affluent Customer,N,Yes,6,
15314,96,307,18/03/2017,30/12/2017,287,FALSE,Approved,WeareA2B,Road,low,small,"$1,172.78","$1,043.77",06/05/1991,$129.01,M,55,18/08/1984,Clinical Specialist,Health,Affluent Customer,N,Yes,12,
15315,4,648,03/11/2017,30/12/2017,57,TRUE,Approved,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,16/04/2011,$451.65,M,86,04/06/1978,Accountant II,Financial Services,Mass Customer,N,Yes,9,
15316,0,2955,05/04/2017,30/12/2017,269,FALSE,Approved,Norco Bicycles,Standard,low,medium,$363.01,$290.41,10/05/2005,$72.60,M,74,19/03/1990,Community Outreach Specialist,Financial Services,High Net Worth,N,No,13,
15317,90,3184,30/04/2017,30/12/2017,244,TRUE,Approved,Norco Bicycles,Standard,low,medium,$363.01,$290.41,16/01/2004,$72.60,F,2,08/11/1976,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7,
15318,31,932,27/12/2017,30/12/2017,3,TRUE,Approved,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,10/11/2006,$57.73,F,30,20/07/1989,Graphic Designer,n/a,Mass Customer,N,No,18,
15319,2,520,05/12/2017,30/12/2017,25,FALSE,Approved,Solex,Standard,medium,medium,$71.49,$53.62,29/08/2011,$17.87,F,66,09/08/1964,VP Quality Control,Financial Services,Affluent Customer,N,Yes,15,
15320,17,377,22/01/2017,30/12/2017,342,FALSE,Approved,Solex,Standard,high,medium,"$1,024.66",$614.80,09/11/1996,$409.86,M,65,19/05/1999,Staff Scientist,Argiculture,Mass Customer,N,No,1,
15321,73,1551,07/07/2017,30/12/2017,176,FALSE,Approved,Solex,Standard,medium,medium,"$1,945.43",$333.18,31/08/2002,"$1,612.25",F,37,30/05/1975,Computer Systems Analyst I,Entertainment,Affluent Customer,N,No,17,
15322,99,2501,01/05/2017,30/12/2017,243,FALSE,Approved,OHM Cycles,Standard,medium,medium,"$1,227.34",$770.89,10/08/1994,$456.45,F,80,12/07/1971,Actuary,Financial Services,Mass Customer,N,Yes,10,
15323,60,884,01/12/2017,30/12/2017,29,FALSE,Approved,Giant Bicycles,Standard,high,small,"$1,977.36","$1,759.85",24/08/2011,$217.51,M,11,30/01/1978,Web Designer IV,Property,Mass Customer,N,No,17,
15324,95,2134,14/07/2017,30/12/2017,169,FALSE,Approved,Giant Bicycles,Standard,medium,large,$569.56,$528.43,10/09/2003,$41.13,M,16,21/02/2000,Nurse,Manufacturing,Affluent Customer,N,No,2,
15325,62,1832,07/10/2017,30/12/2017,84,FALSE,Approved,Solex,Standard,medium,medium,$478.16,$298.72,20/08/2010,$179.44,F,53,05/11/1964,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,12,
15326,6,2214,21/08/2017,30/12/2017,131,FALSE,Approved,Solex,Standard,high,medium,$748.17,$448.90,20/07/1999,$299.27,M,52,26/03/1957,0,Manufacturing,High Net Worth,N,Yes,8,
15327,0,3028,10/02/2017,30/12/2017,323,TRUE,Approved,Solex,Standard,medium,medium,$441.49,$84.99,17/06/2015,$356.50,F,67,07/07/1956,General Manager,Manufacturing,High Net Worth,N,No,20,
15328,87,3177,24/09/2017,30/12/2017,97,FALSE,Approved,Giant Bicycles,Standard,high,medium,"$1,179.00",$707.40,25/08/1997,$471.60,M,93,07/05/1978,Database Administrator IV,n/a,Affluent Customer,N,No,6,
15329,77,1625,28/07/2017,30/12/2017,155,TRUE,Approved,Norco Bicycles,Road,medium,large,"$1,240.31",$795.10,03/11/2000,$445.21,M,20,09/12/1977,Information Systems Manager,Property,Mass Customer,N,Yes,10,
15330,27,606,01/06/2017,30/12/2017,212,TRUE,Approved,Trek Bicycles,Standard,medium,medium,$499.53,$388.72,23/06/1999,$110.81,F,62,16/07/1989,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2,
15331,14,2083,26/04/2017,30/12/2017,248,TRUE,Approved,Trek Bicycles,Standard,medium,small,"$1,386.84","$1,234.29",05/08/2003,$152.55,F,5,18/07/1980,0,n/a,Mass Customer,N,No,4,
15332,4,2883,12/08/2017,30/12/2017,140,FALSE,Approved,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,17/08/2004,$451.65,M,84,19/05/1995,Paralegal,Financial Services,Mass Customer,N,Yes,2,
15333,7,1338,13/05/2017,30/12/2017,231,FALSE,Approved,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",11/10/1992,$144.26,M,53,24/11/1980,Product Engineer,n/a,High Net Worth,N,No,14,
15334,62,3204,26/11/2017,30/12/2017,34,FALSE,Approved,Solex,Standard,medium,medium,$478.16,$298.72,09/08/2005,$179.44,F,51,26/11/1994,Media Manager III,Health,Mass Customer,N,Yes,4,
15335,96,1801,29/04/2017,30/12/2017,245,TRUE,Approved,WeareA2B,Road,low,small,"$1,172.78","$1,043.77",10/10/2002,$129.01,M,48,23/12/1976,Legal Assistant,Manufacturing,Affluent Customer,N,No,21,
15336,4,1591,23/05/2017,30/12/2017,221,TRUE,Approved,Giant Bicycles,Standard,high,medium,"$1,129.13",$677.48,29/08/2011,$451.65,M,4,14/09/1976,Operator,Manufacturing,Mass Customer,N,Yes,14,
15337,0,2214,11/11/2017,30/12/2017,49,TRUE,Approved,Giant Bicycles,Standard,medium,large,$569.56,$528.43,16/01/2004,$41.13,M,52,26/03/1957,0,Manufacturing,High Net Worth,N,Yes,8,
15338,2,465,26/12/2017,30/12/2017,4,TRUE,Approved,Solex,Standard,medium,medium,$71.49,$53.62,02/12/2012,$17.87,F,54,27/03/1976,Developer III,Financial Services,Affluent Customer,N,Yes,14,
15339,71,1303,11/05/2017,30/12/2017,233,TRUE,Approved,Solex,Standard,high,large,"$1,842.92","$1,105.75",24/10/1995,$737.17,M,64,27/04/1972,0,Argiculture,Mass Customer,N,No,15,
15340,89,1433,04/02/2017,30/12/2017,329,TRUE,Approved,WeareA2B,Touring,medium,large,"$1,362.99",$57.74,20/04/1993,"$1,305.25",F,15,25/09/1958,Account Coordinator,IT,Mass Customer,N,No,20,
15341,45,2921,29/06/2017,30/12/2017,184,FALSE,Approved,Solex,Standard,medium,medium,$441.49,$84.99,12/04/1993,$356.50,F,15,12/04/1976,0,Financial Services,Mass Customer,N,No,7,
15342,15,890,19/04/2017,30/12/2017,255,TRUE,Approved,Norco Bicycles,Standard,low,medium,$958.74,$748.90,08/03/2009,$209.84,F,55,01/02/1974,Dental Hygienist,Health,Mass Customer,N,Yes,15,
15343,72,984,21/06/2017,30/12/2017,192,FALSE,Approved,Norco Bicycles,Standard,medium,medium,$360.40,$270.30,06/12/2016,$90.10,M,89,25/03/1954,Programmer I,Manufacturing,Affluent Customer,N,No,16,
15344,56,634,30/05/2017,30/12/2017,214,FALSE,Approved,OHM Cycles,Standard,medium,medium,$183.86,$137.90,04/10/1997,$45.96,F,35,30/01/1978,Speech Pathologist,Manufacturing,Mass Customer,N,No,15,
15345,80,3027,28/08/2017,30/12/2017,124,TRUE,Approved,OHM Cycles,Touring,low,medium,"$1,073.07",$933.84,10/08/2015,$139.23,M,83,30/10/1977,Research Nurse,Health,Mass Customer,N,Yes,5,
15346,94,32,01/06/2017,30/12/2017,212,TRUE,Approved,Giant Bicycles,Standard,medium,large,"$1,635.30",$993.66,09/06/2013,$641.64,F,17,20/04/1995,Legal Assistant,Manufacturing,Affluent Customer,N,No,4,
15347,66,1672,07/11/2017,30/12/2017,53,FALSE,Approved,Giant Bicycles,Road,low,small,$590.26,$525.33,31/08/2002,$64.93,F,21,27/04/1963,Design Engineer,IT,Affluent Customer,N,Yes,9,
15348,100,2505,30/03/2017,30/12/2017,275,TRUE,Approved,Trek Bicycles,Standard,medium,small,"$1,386.84","$1,234.29",05/08/2003,$152.55,F,45,25/08/1980,VP Marketing,Financial Services,High Net Worth,N,No,3,
15349,0,3458,13/09/2017,30/12/2017,108,FALSE,Approved,Norco Bicycles,Road,medium,medium,$543.39,$407.54,20/07/1999,$135.85,M,35,01/12/1977,Web Developer III,Manufacturing,High Net Worth,N,Yes,19,
15350,35,2581,28/02/2017,30/12/2017,305,FALSE,Approved,Trek Bicycles,Standard,low,medium,"$1,057.51",$154.40,20/07/1999,$903.11,F,49,10/06/1974,0,Manufacturing,Affluent Customer,N,Yes,11,
15351,36,2183,08/03/2017,30/12/2017,297,FALSE,Approved,Solex,Standard,low,medium,$945.04,$507.58,07/06/2010,$437.46,F,61,07/02/1972,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,7,
15352,14,1272,21/04/2017,30/12/2017,253,FALSE,Approved,Trek Bicycles,Standard,medium,small,"$1,386.84","$1,234.29",05/08/2003,$152.55,F,2,04/04/1985,0,Manufacturing,Affluent Customer,N,No,17,
15353,52,833,16/08/2017,30/12/2017,136,TRUE,Approved,Solex,Road,medium,large,"$1,777.80",$820.78,22/11/2016,$957.02,M,9,03/10/1995,Safety Technician II,n/a,High Net Worth,N,Yes,4,
15354,83,1530,05/06/2017,30/12/2017,208,TRUE,Approved,Solex,Touring,medium,large,"$2,083.94",$675.03,16/09/2013,"$1,408.91",M,89,12/01/1976,Pharmacist,Health,Mass Customer,N,Yes,9,
15355,18,645,16/07/2017,30/12/2017,167,TRUE,Approved,Norco Bicycles,Standard,high,medium,"$1,148.64",$689.18,10/08/2015,$459.46,M,50,01/04/1971,Analyst Programmer,n/a,High Net Worth,N,No,11,
15356,85,1524,28/08/2017,30/12/2017,124,FALSE,Approved,WeareA2B,Standard,medium,medium,$752.64,$205.36,03/11/2000,$547.28,F,7,29/04/1975,Administrative Officer,Financial Services,Mass Customer,N,Yes,16,
15357,0,2285,01/06/2017,30/12/2017,212,FALSE,Approved,Trek Bicycles,Standard,medium,medium,$499.53,$388.72,23/06/1999,$110.81,F,71,27/10/1973,Quality Control Specialist,Health,High Net Worth,N,No,5,
15358,18,83,18/02/2017,30/12/2017,315,FALSE,Approved,Solex,Standard,medium,medium,$575.27,$431.45,08/03/2009,$143.82,M,97,26/02/1967,Internal Auditor,IT,Mass Customer,N,Yes,18,
15359,49,3395,24/08/2017,30/12/2017,128,TRUE,Approved,Trek Bicycles,Road,medium,medium,$533.51,$400.13,04/06/2012,$133.38,M,76,19/04/1993,0,Financial Services,Mass Customer,N,No,3,
15360,2,1035,21/11/2017,30/12/2017,39,TRUE,Approved,Solex,Standard,medium,medium,$71.49,$53.62,16/04/2011,$17.87,F,77,02/11/1976,Operator,Retail,Affluent Customer,N,Yes,5,
15361,11,2461,15/02/2017,30/12/2017,318,TRUE,Approved,Giant Bicycles,Standard,high,medium,"$1,274.93",$764.96,04/08/2007,$509.97,M,89,12/06/1976,Speech Pathologist,n/a,Affluent Customer,N,No,17,
15362,34,1537,15/10/2017,30/12/2017,76,FALSE,Approved,Norco Bicycles,Road,high,large,$774.53,$464.72,18/03/2003,$309.81,M,23,17/11/1969,Librarian,Entertainment,Mass Customer,N,No,10,
15363,37,173,15/12/2017,30/12/2017,15,FALSE,Approved,OHM Cycles,Standard,low,medium,"$1,793.43",$248.82,17/12/1998,"$1,544.61",F,99,02/01/1997,General Manager,Health,Affluent Customer,N,No,1,
15364,38,2988,19/09/2017,30/12/2017,102,TRUE,Approved,Solex,Standard,medium,medium,"$1,577.53",$826.51,19/03/2008,$751.02,F,20,02/02/1998,Administrative Officer,n/a,Mass Customer,N,Yes,1,
15365,18,563,21/10/2017,30/12/2017,70,FALSE,Approved,Solex,Standard,medium,medium,$575.27,$431.45,08/03/2009,$143.82,M,25,20/09/1974,Accounting Assistant II,IT,Mass Customer,N,Yes,19,
15366,51,3063,18/03/2017,30/12/2017,287,,Approved,OHM Cycles,Standard,high,medium,"$2,005.66","$1,203.40",10/04/2012,$802.26,M,74,04/11/1999,VP Sales,Financial Services,Affluent Customer,N,No,2,
15367,54,279,17/05/2017,30/12/2017,227,TRUE,Approved,WeareA2B,Standard,medium,medium,"$1,292.84",$13.44,12/04/2009,"$1,279.40",F,0,09/09/1981,Web Designer I,Manufacturing,Mass Customer,N,No,11,
15368,0,1580,16/06/2017,30/12/2017,197,TRUE,Approved,Solex,Standard,medium,medium,$441.49,$84.99,12/04/1993,$356.50,M,23,21/06/1981,Associate Professor,Retail,High Net Worth,N,No,5,
15369,65,3113,02/02/2017,30/12/2017,331,FALSE,Approved,WeareA2B,Standard,medium,medium,"$1,807.45",$778.69,22/10/2005,"$1,028.76",F,52,06/12/1969,Teacher,Property,Mass Customer,N,Yes,18,
15370,59,997,01/11/2017,30/12/2017,59,FALSE,Approved,Solex,Standard,medium,large,"$1,061.56",$733.58,18/05/2012,$327.98,M,30,03/07/1981,Teacher,Telecommunications,Mass Customer,N,Yes,13,
15371,32,2264,06/03/2017,30/12/2017,299,TRUE,Approved,Giant Bicycles,Standard,medium,medium,$642.70,$211.37,22/03/2002,$431.33,F,18,17/07/1972,Occupational Therapist,Health,Affluent Customer,N,No,9,
15372,61,3259,28/11/2017,30/12/2017,32,FALSE,Approved,Norco Bicycles,Standard,medium,small,$586.45,$521.94,10/07/1991,$64.51,M,74,04/11/1953,Quality Control Specialist,n/a,High Net Worth,N,No,10,
15373,55,435,02/07/2017,30/12/2017,181,FALSE,Approved,Trek Bicycles,Road,medium,large,"$1,894.19",$598.76,21/07/2003,"$1,295.43",M,5,23/12/1999,GIS Technical Architect,Telecommunications,Mass Customer,N,No,1,
15374,0,2143,12/01/2017,30/12/2017,352,,Approved,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,20/07/1999,$57.73,M,53,23/12/1963,Business Systems Development Analyst,n/a,High Net Worth,N,Yes,10,
15375,80,319,18/02/2017,30/12/2017,315,TRUE,Approved,OHM Cycles,Touring,low,medium,"$1,073.07",$933.84,18/12/2004,$139.23,F,32,11/10/1971,0,Retail,Mass Customer,N,Yes,14,
15376,35,1033,13/11/2017,30/12/2017,47,TRUE,Approved,Trek Bicycles,Standard,low,medium,"$1,057.51",$154.40,07/06/2010,$903.11,M,70,06/01/1995,0,n/a,Affluent Customer,N,Yes,3,
15377,13,900,13/08/2017,30/12/2017,139,TRUE,Approved,Solex,Standard,medium,medium,"$1,163.89",$589.27,12/03/2013,$574.62,M,48,07/08/1990,Associate Professor,Manufacturing,Mass Customer,N,Yes,5,
15378,58,235,01/09/2017,30/12/2017,120,TRUE,Approved,OHM Cycles,Standard,medium,medium,$912.52,$141.40,18/10/2015,$771.12,F,30,26/12/1976,Social Worker,Health,Mass Customer,N,No,15,
15379,34,1372,25/10/2017,30/12/2017,66,FALSE,Approved,Norco Bicycles,Road,high,large,$774.53,$464.72,18/03/2003,$309.81,M,44,02/07/1980,Computer Systems Analyst III,Manufacturing,Affluent Customer,N,No,17,
15380,71,2246,03/02/2017,30/12/2017,330,FALSE,Approved,Solex,Standard,high,large,"$1,842.92","$1,105.75",24/10/1995,$737.17,M,16,24/01/1979,Database Administrator III,n/a,Mass Customer,N,Yes,13,
15381,53,720,10/12/2017,30/12/2017,20,FALSE,Approved,OHM Cycles,Standard,medium,medium,$795.34,$101.58,22/10/2005,$693.76,M,67,23/10/1931,Recruiting Manager,Retail,Affluent Customer,N,No,6,
15382,41,1484,06/05/2017,30/12/2017,238,,Approved,Solex,Road,medium,medium,$416.98,$312.74,10/05/1997,$104.24,F,26,05/03/1986,Administrative Assistant IV,n/a,Mass Customer,N,No,18,
15383,4,394,15/11/2017,30/12/2017,45,FALSE,Approved,Solex,Standard,medium,medium,"$1,483.20",$99.59,02/10/1992,"$1,383.61",F,70,06/06/1977,Legal Assistant,Health,High Net Worth,N,Yes,16,
15384,7,2990,24/09/2017,30/12/2017,97,FALSE,Approved,Giant Bicycles,Standard,medium,small,"$1,311.44","$1,167.18",11/10/1992,$144.26,M,65,16/03/1978,GIS Technical Architect,Argiculture,High Net Worth,N,No,8,
15385,10,392,08/02/2017,30/12/2017,325,FALSE,Approved,WeareA2B,Touring,medium,medium,"$1,466.68",$363.25,03/03/2014,"$1,103.43",M,38,14/06/1978,Safety Technician I,Property,Mass Customer,N,No,13,
15386,42,782,20/07/2017,30/12/2017,163,FALSE,Approved,OHM Cycles,Road,medium,small,"$1,810.00","$1,610.90",19/03/2008,$199.10,F,30,29/08/1976,Geological Engineer,Manufacturing,Mass Customer,N,No,17,
15387,82,1632,24/03/2017,30/12/2017,281,TRUE,Approved,Giant Bicycles,Road,medium,medium,"$1,538.99",$829.65,22/11/2016,$709.34,M,43,12/08/1985,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3,
15388,6,2363,19/05/2017,30/12/2017,225,TRUE,Approved,OHM Cycles,Standard,high,medium,$227.88,$136.73,03/03/2014,$91.15,M,92,30/12/1983,Nurse,Entertainment,Mass Customer,N,Yes,16,
15389,0,748,30/10/2017,30/12/2017,61,FALSE,Approved,Giant Bicycles,Standard,medium,medium,$230.91,$173.18,10/11/2006,$57.73,F,51,21/04/1981,VP Marketing,Financial Services,High Net Worth,N,No,7,
15390,90,929,02/09/2017,30/12/2017,119,TRUE,Approved,Norco Bicycles,Standard,low,medium,$363.01,$290.41,10/05/2005,$72.60,M,0,04/09/1965,Database Administrator III,Financial Services,Mass Customer,N,Yes,13,
15391,16,472,18/01/2017,30/12/2017,346,TRUE,Approved,Norco Bicycles,Standard,high,small,"$1,661.92","$1,479.11",05/05/2010,$182.81,F,38,16/11/1990,Internal Auditor,Financial Services,Mass Customer,N,Yes,8,
15392,2,3131,25/11/2017,30/12/2017,35,FALSE,Approved,Solex,Standard,medium,medium,$71.49,$53.62,02/12/2012,$17.87,F,63,24/02/1999,0,Retail,Affluent Customer,N,Yes,3,
